"","year","soc_2010","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"1",2000,"11-1011",30182.06,30182.06,30182.06,0,24689.91,5492.15,0.181967367369888,910,910,51.2142857142857,46.5,91.5600707837702,81
"2",2001,"11-1011",14259.83,12646.31,12646.31,0,9066.65,3579.66,0.283059643484938,1035.66666666667,127,53.3076923076923,57.5,93.1320448415388,86
"3",2002,"11-1011",21094.79,21094.79,21094.79,0,16908.5,4186.29,0.198451371167952,297.5,87,53.6666666666667,49,99.1078939396884,101
"4",2003,"11-1011",1522050.1,1521720.33,1468694.75,53025.58,1167883.98,353836.35,0.232523902733165,1765.63959390863,1538,47.0391978122151,48,103.717128021809,111
"5",2004,"11-1011",1640906.33,1633662.11,1599810.32,33851.79,1242521.44,391140.67,0.23942568515591,1727.44811320755,1731,47.4738675958188,48,104.484901244359,111
"6",2005,"11-1011",1576295.49,1564320.63,1549575.38,14745.25,1143823.13,420497.5,0.26880518733554,1687.94285714286,1721.5,48.2817281728173,49,103.354327456514,111
"7",2006,"11-1011",1783696.15,1774947.45,1756601.25,18346.2,1360053.03,414894.42,0.233750255535734,1668.76642335766,1472,47.7002497918401,49,103.297128137512,111
"8",2007,"11-1011",1707260.63,1693503.93,1673573.19,19930.74,1238838.52,454665.41,0.268476146967075,1709.42276422764,1346,47.9272727272727,49,102.620823560769,111
"9",2008,"11-1011",1688116.72,1678990.03,1657181.92,21808.11,1261758.59,417231.44,0.248501439880498,1884.30303030303,1807.5,48.9048913043478,50,104.211607587688,111
"10",2009,"11-1011",1762967.61,1750127.94,1696123.85,54004.09,1324230.87,425897.07,0.243351963171333,1858.93798449612,1923,48.8912671232877,50,104.321295133429,111
"11",2010,"11-1011",1539499.16,1530821.12,1480341.98,50479.14,1141898,388923.12,0.254061767843914,1991.9243697479,2086.5,48.9406130268199,50,105.351706429292,111
"12",2011,"11-1011",1635684.2,1628220.95,1589237.1,38983.85,1233623.95,394597,0.242348558406646,1963.47252747253,1923,49.8302257114818,51,103.092637765163,111
"13",2012,"11-1011",1563096.37,1560094.09,1517144.92,42949.17,1163301.06,396793.03,0.254339166171702,1940.57943925234,1923,50.1534500514933,52,105.22668866722,111
"14",2013,"11-1011",1521171.11,1516649.09,1495178.97,21470.12,1102222.68,414426.41,0.27325134913047,2012.88495575221,1980,49.3648790746583,50,105.870537257897,111
"15",2014,"11-1011",2921684.15,2919607.78,2852471.34,67136.44,2238363.82,681243.96,0.233334067906888,1949.52419354839,1923,49.910480349345,51,106.686180467022,111
"16",2015,"11-1011",1451393.1,1450279.39,1427665.19,22614.2,1077013.58,373265.81,0.25737510480653,1931.58620689655,1923,50.6576576576577,52,106.151688854932,111
"17",2016,"11-1011",1625462.76,1617614.26,1598407.76,19206.5,1159693.37,457920.89,0.283084108074072,1964.30476190476,1961.5,50.1551116333725,51,106.413477079511,111
"18",2017,"11-1011",1689283.54,1682409.93,1669627.36,12782.57,1164811.6,517598.33,0.307652921425636,2018.59375,2663.5,50.6514161220044,52,106.822539456837,111
"19",2018,"11-1011",1542292.02,1534649.56,1513956.54,20693.02,1087223.44,447426.12,0.291549374959584,2009.80373831776,2307,49.9720873786408,51,106.105545913687,111
"20",2019,"11-1011",1570027.45,1569646.5,1549098.61,20547.89,1141812.17,427834.33,0.272567313723185,2319.16666666667,2827,50.810551558753,52,107.35924063794,111
"21",2020,"11-1011",1756087.0086,1753909.057,1711040.506,42868.551,1237554.2544,516354.8026,0.294402267061216,2096.28148148148,2115,50.8389513108614,51,106.695826477906,111
"22",2021,"11-1011",1679854.9498,1658857.2191,1630519.9649,28337.2542,1211757.6313,447099.5878,0.26952264646536,2081.55639097744,2500,50.8778998778999,52,108.994413616016,111
"23",2022,"11-1011",1721056.49,1710547.64,1701148.01,9399.63,1202125.8,508421.84,0.297227524162963,2166.11504424779,2356,50.8496143958869,51,107.514190239098,111
"24",2023,"11-1011",1738424.59,1723517.32,1691767.4,31749.92,1222231.13,501286.19,0.290850683183155,2307.79569892473,2885,50.3552278820375,51,107.287708411309,111
"25",2024,"11-1011",1783552.81,1772481.08,1719467.44,53013.64,1163891.97,608589.11,0.343354361785346,2307.79569892473,2885,50.6820027063599,52,107.282927990408,111
"26",2025,"11-1011",1876238.32,1855738.44,1811770.88,43967.56,1226159.42,629579.02,0.339260644943045,2307.79569892473,2885,50.8844011142061,52,107.500548654906,111
"27",2003,"11-1021",731885.3,731885.3,716469.56,15415.74,508674.6,223210.7,0.30498043887478,1310.6618705036,1259.5,43.3391915641476,44,96.9245771844303,111
"28",2004,"11-1021",783583.540000001,780220.770000001,760010.310000001,20210.46,567274.6,212946.17,0.272930660382189,1186.23140495868,981,43.5561497326203,43,96.0742446653912,92
"29",2005,"11-1021",806895.59,802757.59,764360.33,38397.26,576108.21,226649.38,0.282338507693213,1276.74698795181,1058,43.5813148788927,44,95.1745693366786,92
"30",2006,"11-1021",1016979.17,1015532.49,988853.150000001,26679.34,722565.5,292966.99,0.288486082803712,1225.47787610619,1153.5,42.2574257425743,43,96.3780096882965,92
"31",2007,"11-1021",893242.429999999,893242.429999999,881239.599999999,12002.83,668086.85,225155.58,0.252065477901671,1423.85981308411,1250,43.5237341772152,44,97.846483288977,111
"32",2008,"11-1021",980425.27,974043.01,948949.02,25093.99,674875.11,299167.9,0.307140338700239,1530.31111111111,1346,43.9639498432602,45,97.8178700548347,111
"33",2009,"11-1021",1042828.01,1038083.78,979875.4,58208.38,717713.18,320370.6,0.308617287132644,1405.88235294118,1190,43.4052924791086,43,97.3570128125882,111
"34",2010,"11-1021",990515.460000001,989462.910000001,943318.6,46144.31,697826.83,291636.08,0.294741800882663,1391.88888888889,1250,44.2329376854599,45,97.2253037660601,111
"35",2011,"11-1021",967097.95,956689.99,890387.42,66302.57,649982.06,306707.93,0.320592807707751,1309.08333333333,1000,44.4167938931298,45,97.4042252391499,92
"36",2012,"11-1021",1111737.97,1111737.97,1053701.14,58036.83,792236.93,319501.04,0.287388798999102,1506.05833333333,1250,44.5889830508475,45,97.5528027706025,111
"37",2013,"11-1021",1123880.55,1123880.55,1097855.21,26025.34,815837.630000001,308042.92,0.274088665383523,1459.89795918367,1328,45.0536451169188,46,97.5618252580312,111
"38",2014,"11-1021",1947532.96,1943705.08,1884493.25,59211.83,1419117.59,524587.49,0.269890476388527,1435.79338842975,1214.5,44.8915470494418,46,96.9552939687743,111
"39",2015,"11-1021",874445.850000001,870445.380000001,855781.830000001,14663.55,671239.28,199206.1,0.22885537056903,1461.17441860465,1250,44.2934782608696,45,95.5581460148595,92
"40",2016,"11-1021",924038.82,918022.92,896681.22,21341.7,631613.12,286409.8,0.311985456746548,1494.9358974359,1471,43.3421052631579,44,95.3718567288059,92
"41",2017,"11-1021",1053386.14,1044554.22,1013457.13,31097.09,640797.95,403756.27,0.38653452570418,1552.6,1500,43.9363166953528,43,95.2681976336279,92
"42",2018,"11-1021",1013438.05,1013438.05,996703.849999999,16734.2,698428.72,315009.33,0.310832349347846,1497.91764705882,1471,43.7941712204007,43,97.3284310965038,111
"43",2019,"11-1021",1120056.71,1120056.71,1102533.1,17523.61,786187.02,333869.69,0.298082844394549,1497.46153846154,1215,43.0521885521886,43,95.7243071915528,92
"44",2020,"11-1021",1111418.7112,1103442.7779,1061405.3097,42037.4682,754077.6021,349365.1758,0.316613768105754,1469.13684210526,1230.5,44.0889328063241,43,95.7087938323259,92
"45",2021,"11-1021",1107871.4224,1101013.6819,1052019.5427,48994.1392,730287.6334,370726.0485,0.336713389301616,1630,1329,43.9364791288566,42,96.464623376993,111
"46",2022,"11-1021",1132384.82,1129718.52,1107127.13,22591.39,736943.71,392774.81,0.347674932336243,1840.64473684211,1827,44.531007751938,44,94.8086243907906,92
"47",2023,"11-1021",1383253.3,1380805.02,1349517.87,31287.15,873786.88,507018.14,0.367190249641474,1671.96842105263,1586.5,43.9896551724138,43,97.4433225626599,111
"48",2024,"11-1021",1473902.78,1463779.51,1438837.08,24942.43,932623.11,531156.4,0.362866399188769,1671.96842105263,1586.5,43.6049180327869,42,96.7924409052564,92
"49",2025,"11-1021",1339181.73,1328151.7,1298386.36,29765.34,858234.57,469917.13,0.35381284381897,1671.96842105263,1586.5,44.4454225352113,44,96.2833583994962,111
"50",2003,"11-2011",76121.8099999999,76121.8099999999,74121.46,2000.35,22287.1,53834.71,0.707217944502371,945.466666666667,730.5,38.7857142857143,32,102.70391889,111
"51",2004,"11-2011",80967.09,80967.09,77701.97,3265.12,31025.23,49941.86,0.61681678321402,1114.81818181818,801,42.8,45,98.8460447324957,111
"52",2005,"11-2011",71149.84,71149.84,71149.84,0,32648.74,38501.1,0.541127007453566,1222.83333333333,1074,39.4042553191489,34,106.743791693699,111
"53",2006,"11-2011",76757.95,76757.95,76608.87,149.08,32405.75,44352.2,0.577818975102905,960.136363636364,804.5,39.8979591836735,43,103.978311953355,111
"54",2007,"11-2011",94685.29,94685.29,91516.73,3168.56,45207.91,49477.38,0.522545582318014,1351.2,1466.5,40.9019607843137,38,103.751106322851,111
"55",2008,"11-2011",68930.78,68930.78,67408.82,1521.96,32527.14,36403.64,0.528118788152405,1195.8,1037.5,37.5384615384615,34.5,108.468507247415,111
"56",2009,"11-2011",68250.22,68250.22,60412.48,7837.74,31543.53,36706.69,0.537825226057879,1361,898,38.9782608695652,35,101.815647334177,111
"57",2010,"11-2011",89340.29,89340.29,85197.99,4142.3,20973.55,68366.74,0.765239736741396,950.285714285714,740,40.7169811320755,37,104.081360716425,111
"58",2011,"11-2011",115763.26,115763.26,111127.28,4635.98,62158.1,53605.16,0.463058486777238,965.384615384615,836,41.0508474576271,39.5,107.600613614371,111
"59",2012,"11-2011",68043.29,68043.29,65072.5,2970.79,38306.06,29737.23,0.437033982336833,1255,1176.5,41.3571428571429,40,111.312452263846,111
"60",2013,"11-2011",41774.94,41774.94,41774.94,0,13694.27,28080.67,0.672189355628039,1415.8,981,35.5384615384615,32.5,97.120820041872,111
"61",2014,"11-2011",124538.66,124538.66,124538.66,0,48807.08,75731.58,0.608096955595957,813.666666666667,962,38.7878787878788,32,106.020808397971,111
"62",2015,"11-2011",73413.33,73413.33,66307.14,7106.19,27275.11,46138.22,0.628471968237921,2192.66666666667,1846.5,37.4545454545455,34.5,105.80164705783,111
"63",2016,"11-2011",70172.86,70172.86,70172.86,0,27868.16,42304.7,0.602864127242355,2298,1903.5,41,39.5,106.351301343568,111
"64",2017,"11-2011",69340.45,69340.45,69340.45,0,34877.56,34462.89,0.497009898262847,1864,429,41,38.5,105.722622942309,111
"65",2018,"11-2011",39135.08,39135.08,35299.24,3835.84,18431.87,20703.21,0.5290192328724,1440.5,1077,40.6,38.5,108.146628549118,111
"66",2019,"11-2011",58919.62,58919.62,58919.62,0,24313.66,34605.96,0.587341873555872,722.8,744.5,36.0322580645161,33.5,107.922381712577,111
"67",2020,"11-2011",46273.9559,46273.9559,43794.973,2478.9829,21616.9826,24656.9733,0.53284775032601,1090,1345.5,38.875,39,110.473659826002,111
"68",2021,"11-2011",66350.3296,66350.3296,66350.3296,0,42208.8434,24141.4862,0.363848775816782,796,1139.5,36.2692307692308,30.5,106.639367698032,111
"69",2022,"11-2011",76524.61,76524.61,74460.54,2064.07,40803.56,35721.05,0.466791663492307,2328.33333333333,2050,39.71875,37,111.472928120771,111
"70",2023,"11-2011",60655.6,60655.6,53979.17,6676.43,35628.62,25026.98,0.412607904299026,1829.5,1829.5,41.25,39,108.338328530259,111
"71",2024,"11-2011",50227.86,50227.86,50227.86,0,24952.83,25275.03,0.503207383312767,1829.5,1829.5,44.3333333333333,34.5,101.111828773912,111
"72",2025,"11-2011",88748.44,88748.44,74986.75,13761.69,31387.06,57361.38,0.64633676941251,1829.5,1829.5,37.1071428571429,36,105.679789188407,111
"73",2000,"11-2020",790271.3,788216.18,769480.16,18736.02,486813.41,301402.77,0.382385921080686,1104.48684210526,961.5,39.6908077994429,39,103.021218544384,111
"74",2001,"11-2020",812860.5,812860.5,780062.68,32797.82,489779.03,323081.47,0.397462381306509,1237.66141732283,1154,40.254295532646,39,101.095363005091,111
"75",2002,"11-2020",792034.269999999,790022.329999999,759614.239999999,30408.09,498655.14,291367.19,0.36880880316383,1301.664,1090.5,40.4387568555759,40,100.967886072284,111
"76",2003,"11-2020",954740.59,952280.07,922427.54,29852.53,530588.02,421692.05,0.442823559249749,1194.86046511628,990.5,41.3991097922849,41,100.224505832617,111
"77",2004,"11-2020",869431.46,869431.46,840685.72,28745.74,504376.67,365054.79,0.419877594491462,1398.14285714286,1192,42.1428571428571,42,101.803640818334,111
"78",2005,"11-2020",806924.82,804773.73,770091.44,34682.29,470755.79,334017.94,0.415045779389444,1333.32222222222,1221,41.3478260869565,41,100.271259127706,111
"79",2006,"11-2020",928748.35,926917.31,912401.43,14515.88,537957.68,388959.63,0.419627107837699,1323.2,1154,40.9932318104907,40,100.918729438767,111
"80",2007,"11-2020",852009.77,850678.68,828258.2,22420.48,507828.67,342850.01,0.40303115390173,1243.72093023256,1107.5,41.6093189964158,41,102.223670375752,111
"81",2008,"11-2020",972821.71,967591.22,938259.94,29331.28,544325.34,423265.88,0.43744286972757,1404.79545454545,1225,41.9270186335404,41,102.008722371416,111
"82",2009,"11-2020",977504.25,973704.6,911425.87,62278.73,561935.34,411769.26,0.422889303388317,1419.22123893805,1284.5,42.0947867298578,41,102.112947530493,111
"83",2010,"11-2020",1002721.94,1001042.77,926232.82,74809.95,569407.77,431635,0.431185372828776,1360.96703296703,1442,41.6818897637795,41,102.874241916756,111
"84",2011,"11-2020",1055174.22,1038356.2,978177.180000001,60179.02,574881.49,463474.71,0.446354256853284,1430.0990990991,1392,42.4477379095164,42,103.694974123523,111
"85",2012,"11-2020",992085.7,986636.34,924363.26,62273.08,592548.33,394088.01,0.399425800594371,1530.36470588235,1442,41.5332225913621,41,104.149442792671,111
"86",2013,"11-2020",946677.28,943216.36,898940.92,44275.44,556104.31,387112.05,0.410417022452834,1489.87356321839,1250,42.8663194444444,43,103.729025024545,111
"87",2014,"11-2020",1808444.95,1803582.23,1709772.39,93809.84,954667.490000001,848914.74,0.470682581520001,1599.9898989899,1500,42.3053571428571,41,103.949693776923,111
"88",2015,"11-2020",1052216.57,1049173.01,1013603.47,35569.54,592011.39,457161.62,0.435735208247494,1659.83673469388,1509.5,42.5211505922166,42,103.031596285535,111
"89",2016,"11-2020",1072747.04,1068277.46,1040355.56,27921.9,572713.16,495564.3,0.463891000751808,1550.8,1459,42.1247833622184,42,102.071827079456,111
"90",2017,"11-2020",1116170.41,1111013,1099128.7,11884.3,583682.25,527330.75,0.474639585675415,1655.83908045977,1481,42.1160714285714,42,102.206375703975,111
"91",2018,"11-2020",1123426.64,1118562.41,1080109.82,38452.59,625744.64,492817.77,0.440581379808749,1676.5243902439,1538,42.4764492753623,41,103.736252213231,111
"92",2019,"11-2020",1193359.21,1182251.5,1163909.06,18342.44,582755.41,599496.09,0.507079999475577,1570.05660377358,1480.5,42.4967213114754,42,105.583404664743,111
"93",2020,"11-2020",1141762.1492,1131022.5251,1092647.1062,38375.4189,591255.3189,539767.2062,0.477238246119171,1673.66666666667,1730,42.28,41,105.199031491862,111
"94",2021,"11-2020",1232217.4304,1227917.8143,1164071.991,63845.8233,694116.8153,533800.999,0.434720461567946,1765.80555555556,1528.5,43.891743119266,43,104.627885063822,111
"95",2022,"11-2020",1252102.63,1245395.62,1224551.79,20843.83,686911.81,558483.81,0.448438874387562,1813.07058823529,1572,44.588122605364,44,105.679380187639,111
"96",2023,"11-2020",1135905.37,1130143.84,1101334.16,28809.68,604171.37,525972.47,0.465403120721341,1859.84810126582,1634.5,43.6062639821029,42,106.828157998012,111
"97",2024,"11-2020",1124789.27,1122766.71,1065331.5,57435.21,575000.48,547766.23,0.487871812658215,1859.84810126582,1634.5,42.6036866359447,40,105.990619235585,111
"98",2025,"11-2020",1150621.78,1145990.06,1105465.75,40524.31,606240.39,539749.67,0.470989835636096,1859.84810126582,1634.5,41.6272321428571,39.5,104.971907705727,111
"99",2003,"11-2031",40118.95,40118.95,38314.3,1804.65,15791.27,24327.68,0.606388751450374,1196.22222222222,755,40.7142857142857,38.5,100.243638230811,111
"100",2004,"11-2031",58664.61,58664.61,58664.61,0,23378.21,35286.4,0.601493813731993,879.272727272727,851.5,39.1136363636364,41,103.741941691933,111
"101",2005,"11-2031",50148.19,50148.19,50148.19,0,15586.33,34561.86,0.689194565147815,1226.66666666667,1032.5,44.2121212121212,46,107.204001380708,111
"102",2006,"11-2031",66035.59,66035.59,66035.59,0,32515.49,33520.1,0.507606580027528,1169.33333333333,799,43.7254901960784,45.5,109.78078048519,111
"103",2007,"11-2031",44834.64,44834.64,44834.64,0,18955.22,25879.42,0.577219310782912,1489,1461.5,43.2258064516129,44,106.991626117663,111
"104",2008,"11-2031",64612.09,64612.09,64612.09,0,33754.74,30857.35,0.477578577012445,1176.875,782,42.8297872340426,44,105.236738975631,111
"105",2009,"11-2031",75196.3,75196.3,74760.15,436.15,37626.97,37569.33,0.499616736461767,1131.66666666667,832.5,45.1555555555556,44,106.556210079485,111
"106",2010,"11-2031",87496.23,87496.23,87147.41,348.82,38138.42,49357.81,0.56411356237863,1569.28571428571,1009.5,42.7692307692308,41,104.908072610671,111
"107",2011,"11-2031",70046.44,70046.44,65431.2,4615.24,44040.16,26006.28,0.371271973279442,1521.5,1250.5,43.3541666666667,43.5,107.248806934371,111
"108",2012,"11-2031",51294,51294,51294,0,17183.12,34110.88,0.665007213319297,1286.66666666667,930,45.1904761904762,47,114.82861523765,111
"109",2013,"11-2031",50487.65,46779.89,43092.26,3687.63,17723.13,29056.76,0.621137843633236,918.25,937.5,43.2857142857143,38.5,107.303985323608,111
"110",2014,"11-2031",141628.51,141628.51,138532.21,3096.3,51025,90603.51,0.639726492921517,1309.53846153846,1327,45.4181818181818,51,108.620856634021,111
"111",2015,"11-2031",93636.81,93636.81,92962.87,673.94,27853.13,65783.68,0.702540806334603,1464.14285714286,1346.5,43.4313725490196,43,109.070220674967,111
"112",2016,"11-2031",74399.14,72846.5,72678.15,168.35,18893.19,53953.31,0.740643819538344,1147.66666666667,819,41.2666666666667,39.5,112.547217642577,111
"113",2017,"11-2031",68252.08,68252.08,68252.08,0,34076.87,34175.21,0.500720417604856,1553.75,1136.5,43.4545454545455,41.5,110.516387925467,111
"114",2018,"11-2031",90287.09,90287.09,86280.67,4006.42,26555.63,63731.46,0.705875668381825,1532.57142857143,1153,41.936170212766,43,114.375208349278,111
"115",2019,"11-2031",91213.81,91213.81,91213.81,0,20775.92,70437.89,0.772228350071113,1543.22222222222,1009.5,43.936170212766,48.5,109.423863996033,111
"116",2020,"11-2031",105109.1731,105109.1731,105109.1731,0,38806.2572,66302.9159,0.630800471019974,1759.25,1702,39.88,42,111.679266772768,111
"117",2021,"11-2031",102310.8304,102310.8304,95880.7813,6430.0491,37220.5184,65090.312,0.636201580473146,1728.53846153846,1433,41.8620689655172,42.5,110.15326295993,111
"118",2022,"11-2031",122895.11,122895.11,116612.7,6282.41,64142.21,58752.9,0.478073537669644,2386.33333333333,2235.5,44.4677419354839,43,116.078584819201,123
"119",2023,"11-2031",121085.99,121085.99,117748.34,3337.65,40780.83,80305.16,0.663207692318492,1819.92307692308,1635,44.75,46,112.625666189788,111
"120",2024,"11-2031",151859.46,151859.46,144403.18,7456.28,32865.5,118993.96,0.783579501731403,1819.92307692308,1635,44.4230769230769,44.5,107.595012059176,111
"121",2025,"11-2031",158427.88,158427.88,149816.33,8611.55,23038.79,135389.09,0.854578689053972,1819.92307692308,1635,42.5277777777778,42,111.192327890773,111
"122",2003,"11-3011",70798.35,70798.35,67640.54,3157.81,42278.3,28520.05,0.402834953074471,1060,961.5,44.188679245283,46,87.4556397147674,81
"123",2004,"11-3011",89698.06,89698.06,85384.83,4313.23,56283.21,33414.85,0.372525894094031,1026.66666666667,1015,44.8135593220339,46.5,94.3326464362774,91
"124",2005,"11-3011",69012.78,69012.78,66366.32,2646.46,45607.63,23405.15,0.339142257419568,1187.4,1250,44.2222222222222,43.5,96.8422608102442,92
"125",2006,"11-3011",82320.05,78284.86,78284.86,0,56600.42,21684.44,0.276994044570048,987.125,618.5,45.8166666666667,48,89.3844798342872,81
"126",2007,"11-3011",112594.99,108716.41,108565.81,150.6,73615.16,35101.25,0.322869840900743,1225.53846153846,1394,47.0882352941176,52,93.1297098570491,91.5
"127",2008,"11-3011",73426.86,73426.86,71476.42,1950.44,49213.42,24213.44,0.329762705364222,1006.09090909091,1029,46.5263157894737,47.5,91.8808825544222,91
"128",2009,"11-3011",106301.78,106301.78,96220.51,10081.27,63878.24,42423.54,0.399085885485643,1151.5,1154,48.8,51,92.4082432109792,86
"129",2010,"11-3011",106942.49,106942.49,103435.55,3506.94,71554.55,35387.94,0.330906265601259,1543.23076923077,1384,46.4871794871795,49,94.0719543747298,81
"130",2011,"11-3011",142446.9,142446.9,130528.42,11918.48,88893.34,53553.56,0.375954548677437,994.272727272727,961,46.5979381443299,49,92.3359498170897,81
"131",2012,"11-3011",149966.58,149966.58,144996.21,4970.37,84490.31,65476.27,0.436605742426079,1049.35,932.5,46.7708333333333,50,94.5044659283421,91
"132",2013,"11-3011",121309.77,121309.77,113004.36,8305.41,78348.87,42960.9,0.354142127216959,1225.21428571429,1067.5,46.5694444444444,48.5,99.8747441364368,111
"133",2014,"11-3011",307698.31,307698.31,278442.33,29255.98,205509.1,102189.21,0.332108453894336,1082,984,48.38,48,92.2417667487352,81
"134",2015,"11-3011",184581.7,182698.43,179389.71,3308.72,99722.33,82976.1,0.454169748475671,1188.80952380952,1076.5,46.3833333333333,46,91.089424085363,81
"135",2016,"11-3011",236688.87,235839.89,235839.89,0,150333,85506.89,0.362563305130442,1291.55,1156.5,46.7583333333333,48.5,93.0841044744381,81
"136",2017,"11-3011",161528.5,160142.15,156572.19,3569.96,102988.11,57154.04,0.356895670502738,1420.16666666667,1425,47.8139534883721,51,98.6731174147468,111
"137",2018,"11-3011",165809.78,164699.85,161955.55,2744.3,101365.02,63334.83,0.384546980461731,1232.6,1039,46.2197802197802,48,97.3262604064303,92
"138",2019,"11-3011",155148.55,155148.55,153335.35,1813.2,91635.44,63513.11,0.409369665394875,1108.08333333333,1057.5,50.4712643678161,52.5,90.9453200819472,91
"139",2020,"11-3011",188760.2988,182139.5231,165926.8239,16212.6992,110787.224,71352.2991,0.391745283426626,1667.81818181818,1201.5,46.4210526315789,45,95.6082508448162,92
"140",2021,"11-3011",217637.1285,214258.3497,189204.8486,25053.5011,126826.3505,87431.9992,0.408068107135243,1291.61111111111,903.5,47.8265306122449,46.5,96.587756213358,111
"141",2022,"11-3011",179234.84,179234.84,177161.63,2073.21,116455.05,62779.79,0.350265551050231,1789.46666666667,1499.5,48.2926829268293,49.5,95.2354704029641,91.5
"142",2023,"11-3011",254261.63,254261.63,252721.65,1539.98,166931.19,87330.44,0.343466845548029,1525.26086956522,1615.5,48.14,49.5,93.1502055579523,81
"143",2024,"11-3011",234970.72,234970.72,230389.67,4581.05,125921.02,109049.7,0.464099101368885,1525.26086956522,1615.5,48.5157894736842,50.5,95.9061746076277,91
"144",2025,"11-3011",251212.79,251212.79,246833.55,4379.24,138993.24,112219.55,0.446711132820905,1525.26086956522,1615.5,50.3703703703704,53.5,93.0204566017519,91.5
"145",2003,"11-3021",333841.96,333841.96,319145.62,14696.34,250167.09,83674.87,0.250642160140685,1276.05555555556,1346,41.464135021097,41,105.270942394419,111
"146",2004,"11-3021",309330.98,308231.7,294220.53,14011.17,215786.98,92444.72,0.299919573489683,1370.64788732394,1392.5,41.8026315789474,41,102.576031504871,111
"147",2005,"11-3021",330081.23,330081.23,320191.53,9889.7,228041.41,102039.82,0.309135481590395,1296.48484848485,1127.5,41.926724137931,42.5,103.701630383527,111
"148",2006,"11-3021",429229.22,429229.22,419176.66,10052.56,299096.65,130132.57,0.30317733261496,1476.82222222222,1274,42.3882783882784,42,104.947820886938,111
"149",2007,"11-3021",424872.51,423733.43,421846.26,1887.17,305914.86,117818.57,0.278048795913978,1510.76595744681,1505,43.1038062283737,43,106.129510551008,111
"150",2008,"11-3021",502297.88,498032.86,491461.76,6571.1,361062.71,136970.15,0.275022314792642,1620.42857142857,1459.5,43.2421383647799,42,106.322407521464,111
"151",2009,"11-3021",504901.13,504901.13,478293.33,26607.8,371376.2,133524.93,0.264457578060877,1711.60377358491,1923,43.9701492537313,44,105.995687076398,111
"152",2010,"11-3021",575752.03,575752.03,527264.55,48487.48,396780.66,178971.37,0.310848005173338,1593.578125,1538,43.546875,44,104.053817856274,111
"153",2011,"11-3021",602792.19,602792.19,577944.59,24847.6,430692.02,172100.17,0.285504976433089,1575.62121212121,1433,43.2462311557789,44,107.316886139484,111
"154",2012,"11-3021",613664.670000001,610580.64,595194.27,15386.37,436194.6,174386.04,0.285606893792112,1678.10344827586,1634.5,43.0858585858586,43,106.986703574486,111
"155",2013,"11-3021",651409.43,651409.43,630907.54,20501.89,461251.1,190158.33,0.291918294765859,1755.15,1490,44.04914004914,44,108.784259094929,111
"156",2014,"11-3021",1424329.08,1415575.07,1376435.73,39139.34,995664.09,419910.98,0.296636320389564,1738.08333333333,1442,44.3884711779449,44,107.589533778664,111
"157",2015,"11-3021",700428.3,692723.64,684499.67,8223.97,478565.12,214158.52,0.309154340394677,1831.20689655172,1923,44.4376590330789,44,107.20759987345,111
"158",2016,"11-3021",662974.26,654329.7,642347.48,11982.22,462354.15,191975.55,0.29339268873169,1915.14492753623,1923,44.1983240223464,44,108.562517611535,111
"159",2017,"11-3021",641611.67,641311.55,633279.01,8032.54,450353.46,190958.09,0.297761813271568,1925.16949152542,1913.5,45.2835820895522,46,106.139823241917,111
"160",2018,"11-3021",603380.95,603380.95,592855.6,10525.35,414260.77,189120.18,0.313434124826115,1889.10869565217,1730.5,46.1212121212121,46,107.897798878138,111
"161",2019,"11-3021",589395.58,589395.58,584180.26,5215.32,407667.88,181727.7,0.30832891553072,1957.02040816327,2057,44.4140127388535,45,108.47417562921,111
"162",2020,"11-3021",799175.566399999,794965.445099999,776182.094199999,18783.3509,564091.0266,230874.4185,0.290420696802687,2011.80952380952,2279,44.7513513513514,44,107.895559265485,111
"163",2021,"11-3021",721511.1319,721082.3474,706923.3009,14159.0465,532235.986,188846.3614,0.261892919832141,1981.390625,1908.5,45.7469879518072,46,109.709777381939,111
"164",2022,"11-3021",732881.22,732881.22,726235.98,6645.24,524516.66,208364.56,0.284308772436549,2085.04918032787,2067,45.9108280254777,46,108.333877896339,111
"165",2023,"11-3021",777998.83,767076.02,749740.4,17335.62,568777.9,198298.12,0.258511692230973,2150.95,2105.5,44.5814696485623,45,110.938586295528,111
"166",2024,"11-3021",725319.16,725319.16,716178.87,9140.29,494842.85,230476.31,0.317758474765785,2150.95,2105.5,46.4690553745928,46,109.12309417002,111
"167",2025,"11-3021",647933.85,647933.85,619746.91,28186.94,490573.34,157360.51,0.242865085687374,2150.95,2105.5,45.6346863468635,46.5,108.612887611907,111
"168",2000,"11-3031",770942.03,770942.03,760590.96,10351.07,375439.09,395502.94,0.513012554264294,930.058139534884,855.5,40.3563535911602,39.5,100.091018348033,111
"169",2001,"11-3031",775024.17,774093.61,766395.65,7697.96,374219.45,399874.16,0.516570805952009,1060.9674796748,911.5,40.7352941176471,42,101.243971036009,111
"170",2002,"11-3031",854442.48,849878.56,829306.96,20571.6,428949.09,420929.47,0.495281902393208,1085.54861111111,955.5,40.5789473684211,40,99.9307046409076,111
"171",2003,"11-3031",1085861.16,1077836.8,1051401.08,26435.72,478244.07,599592.729999999,0.556292687353038,1182.13218390805,1177,41.5280312907432,42,99.3426148188668,111
